Significant,-LOG(P-value),Difference,Protein IDs,Majority protein IDs,Protein names,Gene names,Potential contaminant,Mol. weight [kDa],Peptides,Valid values,Valid values 15 min,Valid values unstim,Myd88 15 min 1 neu,MyD88 15 min 2 neu,MyD88 15 min 3 neu,MyD88 15 min 4 neu,MyD88 unstim 2 neu,MyD88 unstim 3 neu,MyD88 unstim 4 neu
+,3.645500411,-1.988933086,Q9D1Q1,Q9D1Q1,M-phase phosphoprotein 6,Mphosph6,,19.086,4,9,4,3,16.37688637,16.12558556,15.6643858,15.74508572,18.14518547,17.87378502,17.88178635
,1.194371061,-0.6481664975,Q9D1Q6,Q9D1Q6,Endoplasmic reticulum resident protein 44,Erp44,,46.852,6,12,4,4,17.84938622,18.44278526,17.69228554,17.9438858,18.22118568,18.64168549,19.02788544
+,2.004702764,-1.890474955,Q9D1R9,Q9D1R9,60S ribosomal protein L34,Rpl34,,13.293,7,12,4,4,23.60178566,23.96648598,22.25568581,23.27528572,25.45758629,25.26598549,24.77228546
+,1.321683243,-2.803700209,Q9D287,Q9D287,Pre-mRNA-splicing factor SPF27,Bcas2,,26.131,2,10,4,2,12.6544857,13.93038559,13.4856863,15.14958572,NaN,17.61148643,15.60598564
,0.05889933492,-0.1585249901,Q9D2C2,Q9D2C2,Protein SAAL1,Saal1,,52.768,1,10,4,2,12.42028618,13.00458622,10.23748589,12.06828594,12.51088619,NaN,11.6714859
+,1.184211869,-1.236449639,Q9D2D7,Q9D2D7,Zinc finger protein 687,Znf687,,130.35,8,12,4,4,14.61498547,15.13968563,13.94618607,13.60088634,15.94938564,15.97178555,14.76448536
+,1.870909981,-1.766841729,Q9D2E2,Q9D2E2,Target of EGR1 protein 1,Toe1,,56.87,13,12,4,4,17.5403862,17.98838615,16.94538498,16.35148621,19.38898659,19.024086,18.50668526
,0,NaN,Q9D2G2,Q9D2G2,"Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial",Dlst,,48.994,2,6,3,1,11.38638592,10.95048618,NaN,12.34478569,NaN,NaN,NaN
+,2.400915567,-1.366209507,Q9D2H6,Q9D2H6,Transcription factor Sp2,Sp2,,64.907,5,12,4,4,16.13638496,17.06168556,16.39938545,16.31898499,18.09978676,17.86688614,17.56928635
+,2.488572265,-1.812582652,Q9D2L9,Q9D2L9,Protein FAM111A,Fam111a,,69.948,13,12,4,4,17.56088638,17.92988586,16.62828636,17.3942852,19.11978531,19.45278549,19.00018501
,0.2142394426,-0.4983745416,Q9D2R0,Q9D2R0,Acetoacetyl-CoA synthetase,Aacs,,75.199,3,11,4,3,12.18298626,12.56438637,9.406386375,12.34908581,12.20768547,12.61898613,11.54558563
+,2.631471779,-1.13384215,Q9D2R8,Q9D2R8,"28S ribosomal protein S33, mitochondrial",Mrps33,,12.459,3,11,4,3,17.0349865,17.52298546,16.83738518,17.29588509,18.51758575,18.15508652,18.24728584
+,2.353605829,1.815570116,Q9D2V7,Q9D2V7,Coronin-7,Coro7,,100.81,2,8,4,2,11.91458607,11.49698639,11.06308556,11.48238564,9.388855934,9.958525658,NaN
,0.8343900333,-0.6701581478,Q9D338,Q9D338,"39S ribosomal protein L19, mitochondrial",Mrpl19,,33.578,2,12,4,4,14.66578579,15.30798531,14.19128609,14.27198601,15.53968525,15.6089859,14.68958569
,0.3633694485,-0.3992168109,Q9D358,Q9D358,Low molecular weight phosphotyrosine protein phosphatase,Acp1,,18.192,6,12,4,4,17.88968658,18.82758522,17.30708504,17.46378517,18.82108498,17.87508583,18.11758614
+,4.894108058,-2.16174976,Q9D361,Q9D361,U11/U12 small nuclear ribonucleoprotein 48 kDa protein,Snrnp48,,39.453,8,11,4,3,14.89288616,14.8280859,15.22878551,14.74918556,17.13218498,17.08918571,17.03808594
,0.5556381642,-0.9400838216,Q9D3B1,Q9D3B1,Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 2,Hacd2,,28.402,1,8,2,3,15.29568577,NaN,15.3973856,NaN,17.38408661,15.81258583,15.66318607
,1.350305274,-0.7011667887,Q9D483,Q9D483,DNA-directed RNA polymerase III subunit RPC3,Polr3c,,60.705,1,7,3,3,10.40608597,NaN,10.4771862,11.0294857,11.54798603,11.39998627,11.06828594
,0.4224692312,-0.6707130273,Q9D4F8,Q9D4F8,Gamma-tubulin complex component 4,Tubgcp4,,76.125,2,8,4,3,9.306586266,10.38128567,9.401785851,11.18988609,11.28288555,9.662125587,11.27678585
,0.7284840034,-1.050759157,Q9D4H1,Q9D4H1,Exocyst complex component 2,Exoc2,,103.96,1,10,4,3,8.396136284,10.52148628,10.0481863,9.151685715,11.44748592,9.799796104,10.49311638
,0.04293970982,-0.05972647667,Q9D4H8,Q9D4H8,Cullin-2,Cul2,,86.876,2,11,4,3,12.5148859,11.25018597,11.366786,11.39648628,10.9535656,12.29308605,11.8287859
+,2.637916087,-1.722517014,Q9D4J7,Q9D4J7,PHD finger protein 6,Phf6,,41.139,14,12,4,4,18.3243866,19.12888527,18.45208549,18.34598541,20.51738548,20.53178596,19.80688667
+,2.42292008,-2.064233621,Q9D4V4,Q9D4V4,TATA box-binding protein-associated factor RNA polymerase I subunit D,Taf1d,,36.977,3,11,4,3,14.84478569,15.61948586,14.42368603,14.94798565,17.66508675,16.86248589,16.54208565
+,3.268776023,-1.344266494,Q9D554,Q9D554,Splicing factor 3A subunit 3,Sf3a3,,58.841,9,11,4,3,16.25608635,16.31318665,15.87728596,16.17098618,17.80268669,17.34078598,17.35248566
,0.3429674754,-0.7692331473,Q9D5T0,Q9D5T0,ATPase family AAA domain-containing protein 1,Atad1,,40.744,3,11,4,3,12.35878563,12.15458584,15.25958538,14.56898594,14.85298538,14.04318523,14.16798592
+,1.282703359,-1.400041342,Q9D5V5,Q9D5V5,Cullin-5,Cul5,,90.973,2,12,4,4,10.77438641,11.85858631,10.36768627,10.79018593,12.84358597,12.81498623,11.38468552
,0.3962145883,-0.342099905,Q9D662,Q9D662,Protein transport protein Sec23B,Sec23b,,86.436,8,12,4,4,15.07948589,14.66278553,15.31698608,14.10308552,15.59398556,14.78738594,15.01668549
+,2.41239607,-1.003341516,Q9D666,Q9D666,SUN domain-containing protein 1,Sun1,,101.98,6,11,4,3,13.53668594,13.79308605,13.74718571,13.70388603,14.96448612,14.87558556,14.25558567
,0.07546579815,-0.1291832129,Q9D6J3,Q9D6J3,Coiled-coil domain-containing protein 94,Ccdc94,,35.988,2,11,4,3,13.05978584,13.52348614,12.71558571,13.41568565,14.66868591,12.65658569,12.59818554
,0.1909332519,-0.2385920684,Q9D6M3,Q9D6M3,Mitochondrial glutamate carrier 1,Slc25a22,,34.67,2,9,4,3,13.72528553,14.06448555,13.4384861,13.67598534,15.01268578,13.73838615,13.14288616
+,1.490850304,-1.282916943,Q9D6T0,Q9D6T0,Nitric oxide synthase-interacting protein,Nosip,,33.209,3,11,4,3,14.22898579,14.60338593,13.93758583,13.26618576,15.96238613,14.97288609,14.94058609
+,2.439824436,-1.466957887,Q9D6Z1,Q9D6Z1,Nucleolar protein 56,Nop56,,64.464,31,12,4,4,21.46218491,22.06318665,21.08798599,21.43008614,23.22058487,23.09708595,22.6157856
,0.1879672682,-0.4385417302,Q9D706,Q9D706,RNA polymerase II-associated protein 3,Rpap3,,74.095,1,10,4,3,13.60718632,13.47608566,11.08268547,12.4476862,14.34148598,13.01128578,11.92308617
+,1.507903874,-1.03197511,Q9D735,Q9D735,Uncharacterized protein C19orf43 homolog,,,18.376,3,11,4,3,17.27038574,18.10998535,17.20908546,17.29858589,18.94178581,18.60008621,17.97008514
+,1.685108021,-1.718249798,Q9D753,Q9D753,Exosome complex component RRP43,Exosc8,,29.949,11,11,4,3,18.9330864,20.28368568,18.50648499,18.66728592,20.97048569,21.10598564,20.3711853
+,2.219692171,-2.785207987,Q9D773,Q9D773,"39S ribosomal protein L2, mitochondrial",Mrpl2,,33.34,2,11,4,3,14.66188526,12.93428612,12.51778603,14.05368614,16.60198593,16.45728493,15.92208576
,0.2846594081,-0.4764083227,Q9D786,Q9D786,HAUS augmin-like complex subunit 5,Haus5,,69.571,2,9,4,3,14.38598537,12.62208557,13.04378605,13.31098557,14.21078587,14.65008545,12.59048557
,1.877689623,-0.8314490318,Q9D787,Q9D787,Peptidyl-prolyl cis-trans isomerase-like 2,Ppil2,,59.064,16,12,4,4,16.13088608,16.75898552,16.69168663,16.97498512,17.42508507,17.61448479,17.37218475
+,1.627823852,-1.285199483,Q9D7A6,Q9D7A6,Signal recognition particle 19 kDa protein,Srp19,,16.191,2,10,3,3,16.72148514,17.35098648,NaN,17.19888496,18.54028511,18.80568504,17.78098488
,1.73914308,-0.6838830312,Q9D7G0,Q9D7G0,Ribose-phosphate pyrophosphokinase 1,Prps1,,34.834,8,12,4,4,16.7224865,16.56628609,16.04778481,16.30758476,17.11088562,17.27748489,16.89638519
,0.05660154132,0.1156833172,Q9D7H3,Q9D7H3,RNA 3-terminal phosphate cyclase,RtcA,,39.254,4,11,4,3,14.09798527,14.22848606,13.94298553,14.11468601,15.64208603,13.46478558,12.8341856
+,1.025603364,-1.072724978,Q9D7I8,Q9D7I8,Protein FAM83D,Fam83d,,64.324,4,11,4,3,13.48648548,14.76908588,13.48488617,13.49498558,14.06198597,15.08608532,15.49668598
+,2.32841353,-1.39424181,Q9D7N3,Q9D7N3,"28S ribosomal protein S9, mitochondrial",Mrps9,,44.929,8,11,4,3,16.13398552,16.66368484,15.70348549,16.0960865,17.82958603,17.64618492,17.15488625
+,1.603703717,-1.701308409,Q9D7S7,Q9D7S7,60S ribosomal protein L22-like 1,Rpl22l1,,14.467,2,11,4,3,20.67928505,21.79098511,19.83358574,20.7169857,22.67518616,22.83338547,21.8609848
+,2.065197995,-1.647383451,Q9D7Y9,Q9D7Y9,Protein SLX4IP,Slx4ip,,45.735,6,11,4,3,15.34838581,16.10088539,15.04298592,14.82588577,17.25988579,17.20718575,16.46368599
+,2.118664631,-1.293450038,Q9D7Z3,Q9D7Z3,Nucleolar protein 7,Nol7,,28.97,3,12,4,4,18.04128647,19.19488525,18.3202858,18.64808655,19.90718651,19.93028641,19.69628525
,0.7980689341,-0.7591001987,Q9D818,Q9D818,Suppressor APC domain-containing protein 2,Sapcd2,,42.779,2,9,4,3,11.87938595,13.28808594,13.05178547,12.10748577,13.7329855,13.40768623,12.88168621
,0.0979942287,0.1025826136,Q9D819,Q9D819,Inorganic pyrophosphatase,Ppa1,,32.667,6,12,4,4,16.68768501,16.68808556,16.46378517,16.16938591,17.00978661,16.59378624,15.59538555
+,3.055871167,-1.336041609,Q9D824,Q9D824,Pre-mRNA 3-end-processing factor FIP1,Fip1l1,,64.958,12,12,4,4,17.95488548,18.11458588,18.29828644,18.34228516,19.78528595,19.15338516,19.60198593
+,1.237987599,-1.064075311,Q9D880,Q9D880,Mitochondrial import inner membrane translocase subunit TIM50,Timm50,,39.776,6,12,4,4,16.22218513,17.77178574,16.67318535,16.92728615,18.40698624,17.89348602,17.58758545
+,2.41340944,-1.558141867,Q9D883,Q9D883,Splicing factor U2AF 35 kDa subunit,U2af1,,27.815,8,12,4,4,20.5566864,21.09568596,19.8643856,20.32248497,22.13038635,21.99918556,21.92428589
+,1.655735304,2.622191429,Q9D898,Q9D898,Actin-related protein 2/3 complex subunit 5-like protein,Arpc5l,,16.98,4,9,4,3,17.00718498,16.95398521,17.44058609,17.378685,12.96468639,14.53138542,16.22268486
,0.01229473157,-0.01230025291,Q9D8B3,Q9D8B3,Charged multivesicular body protein 4b,Chmp4b,,24.936,5,12,4,4,15.67738533,16.13178635,14.80558586,15.79758549,15.61618614,15.61738586,15.61258602
+,3.524471658,-1.830691338,Q9D8E6,Q9D8E6,60S ribosomal protein L4,Rpl4,,47.153,28,12,4,4,25.06368637,25.50678635,24.77858543,25.11798668,27.15068626,26.97198486,26.71968651
+,2.650528887,-1.546266715,Q9D8M4,Q9D8M4,60S ribosomal protein L7-like 1,Rpl7l1,,28.543,8,12,4,4,18.90328598,18.49428558,17.80488586,18.3942852,19.99698639,19.91498566,19.92438507
+,2.649442345,-1.311957916,Q9D8M7,Q9D8M7,PHD finger protein 10,Phf10,,55.839,5,11,4,3,14.09568596,14.48698616,13.57398605,13.88078594,15.38128567,15.28508568,15.29758549
,0.86236838,-0.6069332759,Q9D8N0,Q9D8N0,Elongation factor 1-gamma,Eef1g,,50.06,10,12,4,4,18.31798553,18.48648643,17.62218475,18.24768639,19.28958511,18.8229866,18.21398544
,0,NaN,Q9D8N2,Q9D8N2,Protein FAM45A,Fam45a,,40.42,1,4,4,0,11.34598637,11.40168571,11.54838562,11.65238571,NaN,NaN,NaN
,0.1058009623,0.09627477328,Q9D8W5,Q9D8W5,26S proteasome non-ATPase regulatory subunit 12,Psmd12,,52.895,5,10,4,3,13.90508556,14.7475853,13.64898586,14.70098591,14.05668545,14.17018604,14.23628616
+,0.6286097038,-2.055216789,Q9D8Y8,Q9D8Y8,Inhibitor of growth protein 5,Ing5,,27.798,2,8,4,3,12.01968575,16.13358498,11.41128635,15.17558575,14.16398525,16.57508659,16.48168564
+,1.233829709,-1.542900244,Q9D8Z1;REV__Q9QXT5,Q9D8Z1,Activating signal cointegrator 1 complex subunit 1,Ascc1,,41.279,6,12,4,4,13.90508556,15.92598534,15.20778561,13.98148537,16.60958481,16.5743866,15.70998573
+,1.475206816,-1.768108924,Q9D902,Q9D902,General transcription factor IIE subunit 2,Gtf2e2,,33.046,5,12,4,4,16.13078499,17.41988564,15.01068592,16.44308662,18.29498672,18.1035862,17.65908623
+,2.827512507,-1.818783601,Q9D903,Q9D903,Probable rRNA-processing protein EBP2,Ebna1bp2,,34.702,12,12,4,4,20.35658646,20.44318581,19.61318588,19.68838501,22.10578537,21.86338615,21.56318665
+,2.448602101,-1.826116403,Q9D937,Q9D937,Uncharacterized protein C11orf98 homolog,,,14.098,5,12,4,4,18.35538673,18.75238609,18.19808578,18.62228584,20.71338654,20.66868591,19.5423851
+,4.348994911,-1.542066415,Q9D945,Q9D945,Protein LLP homolog,Llph,,15.391,3,12,4,4,19.30278587,19.27468491,19.19658661,19.19908524,20.9452858,20.51808548,20.89268494
+,0.8600459289,-1.601375421,Q9DA08,Q9DA08,SAGA-associated factor 29 homolog,Ccdc101,,33.298,2,11,4,3,11.34958553,13.28778553,13.586586,13.41008568,15.82398605,13.08188629,14.62378597
+,2.430623902,-1.666074753,Q9DAA6,Q9DAA6,Exosome complex component CSL4,Exosc1,,21.423,4,11,4,3,17.66438675,18.50288582,17.67728615,17.649086,19.89738655,19.66638565,19.05468559
+,1.835255715,-1.970866839,Q9DAP7,Q9DAP7,Histone chaperone ASF1B,Asf1b,,22.464,8,11,4,3,18.63538551,19.51908493,17.55368614,18.08578491,20.71688652,20.61768532,19.9234848
+,2.792559247,-1.872874975,Q9DAT2,Q9DAT2,MRG/MORF4L-binding protein,Mrgbp,,22.436,3,12,4,4,15.60228539,15.62808609,15.13458538,15.52548599,17.78928566,17.53148651,16.71568489
+,2.852275893,-1.638399283,Q9DAW6,Q9DAW6,U4/U6 small nuclear ribonucleoprotein Prp4,Prpf4,,58.369,11,12,4,4,17.38038635,17.95528603,17.28338623,17.13128662,19.31128502,19.17538643,18.74128532
,0.3247222359,0.2293997606,Q9DAW9;Q08093,Q9DAW9,Calponin-3,Cnn3,,36.428,4,11,4,3,14.92328548,15.69498539,14.76798534,15.52688599,15.27618599,14.96988583,14.75058556
,0.271633623,-0.3173996607,Q9DB20,Q9DB20,"ATP synthase subunit O, mitochondrial",Atp5o,,23.363,6,12,4,4,17.81468582,18.66678619,17.80968666,18.02958488,18.74598503,19.02198601,17.42478561
+,1.383486236,-0.9932753245,Q9DB77,Q9DB77,"Cytochrome b-c1 complex subunit 2, mitochondrial",Uqcrc2,,48.234,7,12,4,4,16.49768639,17.24368477,16.29548645,16.23318481,18.00358582,17.65078545,17.02798653
+,2.647541785,-1.49725008,Q9DB85,Q9DB85,Ribosomal RNA-processing protein 8,Rrp8,,51.066,11,12,4,4,18.39238548,18.93968582,18.07558632,18.440485,20.31098557,19.69638634,19.87048531
+,1.37773608,-0.9702332815,Q9DB90,Q9DB90,Protein SMG9,Smg9,,57.62,1,10,3,3,NaN,12.49138546,11.53488636,11.88948631,13.03238583,13.18728638,12.60678577
+,1.714621802,-1.453390916,Q9DB96,Q9DB96,Neuroguidin,Ngdn,,35.658,6,11,4,3,17.39528656,18.23788643,16.67178535,17.26448631,19.11398506,19.03538513,18.38788605
+,2.748595552,-1.928683281,Q9DBA9,Q9DBA9,General transcription factor IIH subunit 1,Gtf2h1,,61.851,3,12,4,4,12.38618565,12.20008564,13.17408562,13.24098587,14.71828556,14.74378586,14.5749855
+,1.168916644,-1.163033326,Q9DBB4,Q9DBB4,"N-alpha-acetyltransferase 16, NatA auxiliary subunit",Naa16,,101.28,6,12,4,4,12.07368565,11.82048607,11.02638626,11.43818569,13.69248581,12.59548569,11.97018623
+,0.8730836573,-1.246241728,Q9DBC3,Q9DBC3,Cap-specific mRNA (nucleoside-2-O-)-methyltransferase 1,Cmtr1,,95.675,6,12,4,4,13.71298599,15.96928596,14.31808567,14.02768612,15.962286,16.37948608,14.91798592
+,1.185001581,1.002391418,Q9DBC7,Q9DBC7,"cAMP-dependent protein kinase type I-alpha regulatory subunit;cAMP-dependent protein kinase type I-alpha regulatory subunit, N-terminally processed",Prkar1a,,43.185,2,9,4,3,14.94588566,14.73358536,14.74698544,14.4659853,13.07038593,14.68018532,13.41158581
,0.43698099,-0.5732498964,Q9DBD5,Q9DBD5,"Proline-, glutamic acid- and leucine-rich protein 1",Pelp1,,118.07,3,11,4,3,13.97788525,12.99958611,13.79428577,12.63358593,13.15158558,14.91258526,13.70958614
,0.08413496877,-0.1900994778,Q9DBE8,Q9DBE8,"Alpha-1,3/1,6-mannosyltransferase ALG2",Alg2,,47.404,7,8,4,3,15.19598579,14.95818615,12.42718601,15.01378536,14.12958527,15.04388523,14.59318542
+,3.729844559,-2.027616183,Q9DBE9,Q9DBE9,pre-rRNA processing protein FTSJ3,Ftsj3,,95.531,25,12,4,4,18.98038673,19.32718658,18.84138489,19.05238533,21.29768562,21.25758553,20.67858505
+,1.572043073,-1.188308239,Q9DBF7,Q9DBF7,Pre-mRNA-splicing factor CWC25 homolog,Cwc25,,48.811,8,11,4,3,15.67608547,16.90768623,15.51718616,15.92948532,17.32758522,17.31048584,16.94968605
+,1.690804867,-1.219358126,Q9DBG3,Q9DBG3,AP-2 complex subunit beta,Ap2b1,,104.58,28,12,4,4,18.11558533,18.79858589,17.54878616,18.16928673,19.57838631,19.65978622,18.89408493
,0.2922888496,-0.3728747368,Q9DBG6,Q9DBG6,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2,Rpn2,,69.062,10,12,4,4,15.77898598,16.80428505,14.83358574,15.42798615,16.51648521,15.72238541,16.01338577
+,2.3212184,-1.082599958,Q9DBG7,Q9DBG7,Signal recognition particle receptor subunit alpha,Srpr,,69.622,12,11,4,3,15.20968533,15.69368553,15.14428616,15.27788544,16.23198509,16.81938553,16.19058609
,0.05071342998,-0.1038167477,Q9DBJ1;O70250,Q9DBJ1,Phosphoglycerate mutase 1,Pgam1,,28.832,3,10,4,3,14.26788616,15.92798615,14.71468544,15.27038574,16.51238632,14.55508614,14.3796854
+,1.460838016,-1.425216834,Q9DBM1,Q9DBM1,G patch domain-containing protein 1,Gpatch1,,103.01,8,12,4,4,14.59898567,15.67128563,13.97648525,14.44658566,16.05968475,16.64668655,15.58928585
+,4.004187677,-2.364591599,Q9DBR0,Q9DBR0,A-kinase anchor protein 8,Akap8,,76.293,16,12,4,4,17.30118561,17.52778625,17.34558487,17.04328537,19.93428612,19.81638527,19.25648499
+,2.714952624,-1.189108531,Q9DBR1,Q9DBR1,5-3 exoribonuclease 2,Xrn2,,108.69,25,12,4,4,18.56248665,19.08018494,18.55698586,18.41158676,20.04478645,19.84848595,19.63248634
+,2.041262796,-1.344109217,Q9DBR3,Q9DBR3,Armadillo repeat-containing protein 8,Armc8,,75.363,3,12,4,4,17.35768509,18.05288506,16.89448547,17.33458519,18.90798569,18.98138618,18.37268639
+,2.222586717,1.221542041,Q9DBR7,Q9DBR7,Protein phosphatase 1 regulatory subunit 12A,Ppp1r12a,,114.99,38,12,4,4,21.61688614,21.95338631,21.24068642,21.99848557,20.69668579,20.66508484,20.08068657
,0.7391755203,-0.9000166257,Q9DBU3,Q9DBU3,Serine/threonine-protein kinase RIO3,Riok3,,58.704,3,11,4,3,13.41498566,15.0325861,13.48128605,13.77368546,13.94758606,15.39608574,15.13328552
+,2.810160608,-1.8658336,Q9DBU5,Q9DBU5,E3 ubiquitin-protein ligase RNF6,Rnf6,,74.091,1,11,4,3,10.38398552,10.30678558,10.51648617,10.02628613,12.45328617,12.54508591,11.52428627
+,1.887444674,-1.453132629,Q9DBU6,Q9DBU6,Serine/Arginine-related protein 53,Rsrc1,,38.637,4,11,4,3,16.09178543,17.20038605,16.21728516,16.50488663,18.05518532,18.4166851,17.39828491
+,2.175193792,-1.46657451,Q9DBV3,Q9DBV3,Probable ATP-dependent RNA helicase DHX34,Dhx34,,128.51,5,12,4,4,12.92858601,12.94488621,11.94708633,13.06788635,14.46738529,14.06538582,14.03328609
+,2.298367635,-2.080183268,Q9DBY5,Q9DBY5,Chromobox protein homolog 6,Cbx6,,44.459,8,12,4,4,15.96828556,17.06208611,16.22928619,15.49048615,18.5566864,18.44478607,17.80168533
+,2.160432436,-1.66138347,Q9DBY8,Q9DBY8,Nuclear valosin-containing protein-like,Nvl,,94.475,42,12,4,4,19.09588623,19.79178619,18.64958572,18.71408653,21.02108574,20.93328667,20.21828651
+,1.39932045,-1.514408509,Q9DBZ9,Q9DBZ9,Rho GTPase-activating protein SYDE1,Syde1,,80.383,3,11,4,3,13.95808601,12.39778614,13.76238537,14.2777853,14.58148575,15.6011858,15.1575861
+,1.704054805,-1.445266326,Q9DC23,Q9DC23,DnaJ homolog subfamily C member 10,Dnajc10,,90.582,8,12,4,4,15.50428581,16.48548508,15.16518593,15.04498577,16.92178535,17.40798569,16.65598488
+,1.063381894,-1.09848388,Q9DC28,Q9DC28,Casein kinase I isoform delta,Csnk1d,,47.316,13,12,4,4,17.62348557,18.19708633,16.45458603,17.21938515,18.79428673,18.81868553,17.80338669
+,3.028171852,-1.978508949,Q9DC48,Q9DC48,Pre-mRNA-processing factor 17,Cdc40,,65.46,15,12,4,4,16.81728554,17.43768501,16.63418579,16.69768524,19.26348495,18.85098648,18.5111866
+,1.618953443,1.280608813,Q9DC51,Q9DC51,Guanine nucleotide-binding protein G(k) subunit alpha,Gnai3,,40.538,10,10,4,3,16.95988655,17.40818596,16.89398575,16.91218567,16.65468597,15.34868526,15.28548527
+,1.62773828,-0.9936246077,Q9DC63,Q9DC63,F-box only protein 3,Fbxo3,,55.227,3,11,4,3,12.97778606,14.03988552,13.67568588,13.56008625,14.91318607,14.5291853,14.22858524
,0.3081497884,-0.4536252817,Q9DC69,Q9DC69,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial",Ndufa9,,42.525,4,12,4,4,14.83768559,15.97948551,13.55178547,14.81288528,14.9421854,15.64558601,15.15948582
+,0.694781623,-1.386658192,Q9DC70,Q9DC70,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial",Ndufs7,,24.683,1,11,4,3,12.68458557,15.66048527,13.02858639,13.05418587,15.15178585,15.8888855,13.94018555
+,2.80776546,-1.438717206,Q9DC71,Q9DC71,"28S ribosomal protein S15, mitochondrial",Mrps15,,29.463,5,11,4,3,15.47228527,15.37448597,14.89088535,15.64288616,16.80648613,17.04088593,16.50418663
+,2.382759221,-1.805149794,Q9DCA2,Q9DCA2,"28S ribosomal protein S11, mitochondrial",Mrps11,,20.208,2,11,4,3,15.63788605,16.76358604,15.82178593,15.69928551,18.22328568,17.56638527,17.56768608
+,3.138339812,-1.34370025,Q9DCA5,Q9DCA5,Ribosome biogenesis protein BRX1 homolog,Brix1,,41.241,13,12,4,4,19.92408562,19.94558525,20.03818512,19.9384861,20.89418602,21.62068558,21.40098572
+,1.629769245,-1.298433463,Q9DCC8,Q9DCC8,Mitochondrial import receptor subunit TOM20 homolog,Tomm20,,16.284,2,12,4,4,18.66708565,19.20858574,18.08498573,18.61728668,20.36798668,20.22528648,19.23548508
,0.3627559836,-0.4529581865,Q9DCD0,Q9DCD0,"6-phosphogluconate dehydrogenase, decarboxylating",Pgd,,53.247,4,11,4,3,13.13168621,13.835886,12.60108566,14.60758591,14.3134861,13.79348564,13.88408566
+,2.300401551,-1.854625543,Q9DCD2,Q9DCD2,Pre-mRNA-splicing factor SYF1,Xab2,,99.986,21,12,4,4,16.79878616,17.45028496,16.47558594,16.73438644,19.20918655,18.9323864,18.0165863
+,2.643926162,-1.904907703,Q9DCE5,Q9DCE5,p21-activated protein kinase-interacting protein 1,Pak1ip1,,42.116,11,12,4,4,17.57048607,18.41628647,17.56208611,17.39038658,19.91778564,19.81068611,19.19068527
+,1.968282285,-1.761599223,Q9DCH2,Q9DCH2,Ribonuclease P protein subunit p20,Pop7,,15.777,2,9,3,3,15.04518604,NaN,14.82178593,14.274086,17.08998489,16.29958534,16.0362854
,1.076483977,-0.7413506508,Q9DCH4,Q9DCH4,Eukaryotic translation initiation factor 3 subunit F,Eif3f,,37.984,6,11,4,3,16.45468521,17.20928574,16.21918488,16.19738579,17.72478676,17.12908554,16.93058586
+,2.447559219,-1.084675233,Q9DCI9,Q9DCI9,"39S ribosomal protein L32, mitochondrial",Mrpl32,,21.733,2,10,4,3,13.17918587,13.80728531,13.26948547,13.49688625,14.76358604,14.23548603,14.5695858
,0.09587379674,0.2011246681,Q9DCL9,Q9DCL9,Multifunctional protein ADE2;Phosphoribosylaminoimidazole-succinocarboxamide synthase;Phosphoribosylaminoimidazole carboxylase,Paics,,47.006,6,12,4,4,14.39418602,16.5980854,16.00518608,16.4873848,16.13058662,16.31398582,14.56568527
