Significant,-LOG(P-value),Difference,Protein IDs,Majority protein IDs,Protein names,Gene names,Potential contaminant,Peptides,Mol. weight [kDa],Valid values,Valid values 30 min,Valid values unstim,30 min_1 neu,30 min_2 neu,30 min_3 neu,30 min_4 neu,unstim_1 neu,unstim_2 neu,unstim_3 neu,unstim_4 neu
,0.4711958491,0.409924984,Q9CSN1,Q9CSN1,SNW domain-containing protein 1,Snw1,,15,61.475,8,4,4,20.12109947,20.32250023,20.96019936,19.13750076,19.7996006,19.82920074,19.39489937,19.87789917
+,1.906568136,1.871899605,Q9CTH6,Q9CTH6,rRNA-processing protein FCF1 homolog,Fcf1,,4,23.34,8,4,4,19.8295002,19.33259964,19.52079964,19.53490067,16.60029984,18.90730095,18.14550018,17.07710075
,1.119737371,-0.7493252754,Q9CU62,Q9CU62,Structural mainte1000ce of chromosomes protein 1A,Smc1a,,30,143.23,8,4,4,13.56760025,13.60159969,14.34170055,12.99209976,14.67759991,14.41320038,14.65140057,13.75810051
,0.3166514316,0.4462249279,Q9CUX1,Q9CUX1,52 kDa repressor of the inhibitor of the protein kinase,Prkrir,,4,87.02,6,2,4,13.26049995,NaN,12.60420036,NaN,12.64650059,13.12849998,11.45289993,12.71660042
+,5.129493682,2.992125034,Q9CVB6,Q9CVB6,Actin-related protein 2/3 complex subunit 2,Arpc2,,18,34.357,8,4,4,23.14500046,23.26749992,23.61919975,22.62599945,20.22660065,20.17309952,20.05599976,20.23349953
,0.01637038126,0.01609969139,Q9CW03,Q9CW03,Structural mainte1000ce of chromosomes protein 3,Smc3,,38,141.55,8,4,4,15.47509956,14.71259975,16.26689911,15.2159996,15.45860004,15.52159977,15.18079948,15.44519997
,0.9888105575,1.052250147,Q9CWI3,Q9CWI3,BRCA2 and CDKN1A-interacting protein,Bccip,,9,35.942,8,4,4,16.32900047,15.17150021,15.37010002,15.31620026,15.14449978,13.8536005,13.5109005,15.46879959
,1.032064664,1.333199978,Q9CWJ9,Q9CWJ9,Bifunctional purine biosynthesis protein PURH;Phosphoribosylaminoimidazolecarboxamide formyltransferase;IMP cyclohydrolase,Atic,,29,64.217,8,4,4,14.1573,14.40810013,13.22130013,15.6239996,14.2013998,12.84450054,13.00549984,12.02649975
,0.460907308,0.3065748215,Q9CWK3,Q9CWK3,CD2 antigen cytoplasmic tail-binding protein 2,Cd2bp2,,5,37.694,8,4,4,16.67609978,16.66569901,17.32839966,16.68000031,16.14649963,16.46990013,16.25040054,17.25709915
+,1.834539302,1.210641464,Q9CWL8,Q9CWL8,Beta-catenin-like protein 1,Ctnnbl1,,9,64.979,7,3,4,15.20189953,14.50510025,15.55749989,NaN,13.73950005,13.68510056,13.68540001,14.40009975
+,1.932245406,1.602250099,Q9CWM2,Q9CWM2,Cell division cycle-associated protein 4,Cdca4,,1,26.107,7,4,3,15.30049992,16.52860069,16.31769943,15.97539997,NaN,14.83920002,13.80760002,14.63809967
,0.3209829101,0.297850132,Q9CWR2,Q9CWR2,Histone-lysine N-methyltransferase SMYD3,Smyd3,,4,49.126,8,4,4,12.5805006,12.66040039,13.36410046,11.51119995,12.20499992,12.00880051,12.25059986,12.46040058
,0.8712449911,0.5223500729,Q9CWT6,Q9CWT6,Probable ATP-dependent RNA helicase DDX28,Ddx28,,5,59.514,8,4,4,16.28759956,16.3689003,16.65740013,15.39449978,15.84589958,15.59710026,15.31040001,15.86559963
,0,1.296266556,Q9CWU9,Q9CWU9,Nucleoporin Nup37,Nup37,,7,36.731,4,3,1,13.53139973,12.93080044,11.90799999,NaN,11.49380016,NaN,NaN,NaN
+,2.093562819,1.67247502,Q9CWX2,Q9CWX2,"Complex I intermediate-associated protein 30, mitochondrial",Ndufaf1,,6,37.809,7,3,4,14.83260059,14.49209976,13.7130003,NaN,12.40400028,12.65240002,13.34350014,12.29380035
,1.550329542,0.8168997765,Q9CWX4,Q9CWX4,RNA pseudouridylate synthase domain-containing protein 4,Rpusd4,,8,42.407,8,4,4,16.63730049,17.20050049,17.74729919,17.00029945,16.65530014,16.31920052,15.88290024,16.46039963
,1.57474744,0.6349248886,Q9CWX9,Q9CWX9,Probable ATP-dependent RNA helicase DDX47,Ddx47,,15,50.638,8,4,4,20.41720009,20.70330048,20.60840034,19.88509941,19.89340019,19.83270073,19.42020035,19.9279995
,2.017572817,0.8347244263,Q9CWZ3,Q9CWZ3,RNA-binding protein 8A,Rbm8a,,6,19.889,8,4,4,19.92379951,20.15640068,20.41469955,20.46879959,19.48380089,19.43149948,18.91010094,19.79940033
,0.1557511395,-0.2686252594,Q9CX11,Q9CX11,rRNA-processing protein UTP23 homolog,Utp23,,4,28.38,8,4,4,15.89229965,17.88199997,19.01000023,17.34549904,17.91839981,18.12050056,17.53540039,17.62999916
,1.367759664,0.9824490547,Q9CX48,Q9CX48,Zinc finger CCHC domain-containing protein 10,Zcchc10,,2,19.147,8,4,4,18.38579941,18.19109917,18.53649902,17.00720024,17.21520042,17.41600037,16.82550049,16.73410034
,0,2.385766665,Q9CX84,Q9CX84,Regulator of G-protein signaling 19,Rgs19,,1,24.677,4,3,1,14.68400002,14.4119997,15.53579998,NaN,NaN,NaN,12.4914999,NaN
,3.078959226,0.9850001335,Q9CX86,Q9CX86,Heterogeneous nuclear ribonucleoprotein A0,Hnrnpa0,,9,30.53,8,4,4,22.41220093,22.41830063,22.31879997,22.2852993,21.56529999,21.23049927,21.00720024,21.6916008
,0.6113895653,-0.8037998676,Q9CX97,Q9CX97,WD repeat-containing protein 55,Wdr55,,6,42.61,8,4,4,13.76029968,15.65409946,16.61109924,15.56540012,15.9666996,15.89149952,16.2336998,16.71419907
,0.9406637241,0.6286330223,Q9CXE7,Q9CXE7,Transmembrane emp24 domain-containing protein 5,Tmed5,,4,26.172,5,2,3,15.26089954,15.36590004,NaN,NaN,NaN,15.10340023,14.36540031,14.58549976
,0.7219623561,0.6102247238,Q9CXG3,Q9CXG3,Peptidyl-prolyl cis-trans isomerase-like 4,Ppil4,,6,57.23,8,4,4,14.86269951,15.7670002,16.00169945,14.58520031,14.95090008,14.72659969,14.03830051,15.05990028
,0.06862726725,-0.186375618,Q9CXK8,Q9CXK8,60S ribosome subunit biogenesis protein NIP7 homolog,Nip7,,7,20.451,8,4,4,20.80789948,20.62730026,18.03059959,17.56629944,20.21520042,19.81940079,19.65649986,18.08650017
,0.9874888529,0.728774786,Q9CXK9,Q9CXK9,RNA-binding protein 33,Rbm33,,5,137.32,8,4,4,14.4144001,14.21030045,14.69919968,13.10719967,13.32120037,13.01889992,13.43179989,13.74410057
,1.080121565,0.5336003304,Q9CXL3,Q9CXL3,Uncharacterized protein C7orf50 homolog,,,6,22.168,8,4,4,19.85750008,20.2866993,19.68950081,20.35790062,19.23340034,19.73539925,19.12879944,19.95960045
+,1.221552063,1.81290849,Q9CXS4,Q9CXS4,Centromere protein V,Cenpv,,5,27.541,7,3,4,16.62409973,16.30900002,17.63050079,NaN,15.89540005,15.51449966,13.37310028,15.3835001
,1.33545539,1.167599758,Q9CXW2,Q9CXW2,"28S ribosomal protein S22, mitochondrial",Mrps22,,10,41.192,7,3,4,15.74160004,16.03960037,17.03929901,NaN,15.20489979,14.98970032,14.50870037,15.72029972
,1.298444404,1.139199734,Q9CXW3,Q9CXW3,Calcyclin-binding protein,Cacybp,,15,26.51,8,4,4,15.82969952,17.75510025,17.67770004,17.49909973,16.18199921,16.24290085,15.86390018,15.91600037
,2.290110823,0.766125679,Q9CXW4,Q9CXW4,60S ribosomal protein L11,Rpl11,,11,20.252,8,4,4,24.89019966,25.09230042,25.1182003,24.89780045,24.3817997,24.32329941,23.74119949,24.48769951
,1.741052089,0.6969747543,Q9CXY6,Q9CXY6,Interleukin enhancer-binding factor 2,Ilf2,,13,43.062,8,4,4,21.37240028,21.34689903,21.65180016,21.22809982,20.79050064,20.71759987,20.17580032,21.12739944
+,1.361462759,2.788916588,Q9CY16,Q9CY16,"28S ribosomal protein S28, mitochondrial",Mrps28,,4,20.52,7,3,4,16.38150024,16.94680023,17.27799988,NaN,13.15000057,15.50510025,12.12759972,15.53670025
,0.03437676134,0.1024749279,Q9CY21,Q9CY21,Probable 18S rRNA (guanine-N(7))-methyltransferase,Wbscr22,,5,31.586,8,4,4,17.28989983,16.41259956,17.4864006,13.06190014,16.00620079,15.91720009,15.82600021,16.09149933
,1.212451266,0.5224752426,Q9CY27,Q9CY27,Very-long-chain enoyl-CoA reductase,Tecr,,4,36.09,8,4,4,17.01449966,17.54769897,17.26740074,16.82600021,16.93569946,16.55109978,16.21500015,16.86389923
+,1.641460682,1.23267436,Q9CY50,Q9CY50,Translocon-associated protein subunit alpha,Ssr1,,3,32.065,6,2,4,NaN,16.00889969,NaN,15.00189972,14.2198,14.5571003,14.08960056,14.22440052
,1.484754785,0.8211507797,Q9CY57,Q9CY57,Chromatin target of PRMT1 protein,Chtop,,4,26.585,8,4,4,22.04120064,22.01180077,22.61420059,21.49939919,21.2064991,21.63050079,20.71349907,21.3314991
,1.253082097,0.5489244461,Q9CY58,Q9CY58,Plasminogen activator inhibitor 1 RNA-binding protein,Serbp1,,26,44.714,8,4,4,21.66009903,22.11669922,22.59560013,22.0454998,21.62759972,21.61730003,21.18390083,21.79339981
,0.2752081338,0.113799572,Q9CY66,Q9CY66,H/ACA ribonucleoprotein complex subunit 1,Gar1,,5,23.474,8,4,4,18.84379959,19.26729965,19.16769981,18.88999939,19.12080002,18.98340034,18.52939987,19.07999992
,1.883714405,0.6709494591,Q9CYA6,Q9CYA6,Zinc finger CCHC domain-containing protein 8,Zcchc8,,14,78.025,8,4,4,17.23430061,17.57329941,17.06069946,17.08289909,16.33040047,16.99009895,16.58410072,16.3628006
,0.2182859785,0.2124996185,Q9CYH6,Q9CYH6,Ribosome biogenesis regulatory protein homolog,Rrs1,,7,41.551,8,4,4,19.52090073,20.02230072,19.98110008,18.42709923,19.13829994,19.05050087,19.57780075,19.33480072
,1.663132145,1.184950113,Q9CYI4,Q9CYI4,Putative RNA-binding protein Luc7-like 1,Luc7l,,8,43.934,8,4,4,15.17770004,16.22430038,16.21820068,15.7809,14.29320049,15.21220016,14.0333004,15.1225996
+,2.978348407,1.691425323,Q9CYL5,Q9CYL5,Golgi-associated plant pathogenesis-related protein 1,Glipr2,,4,17.09,8,4,4,19.20429993,18.75329971,19.76499939,18.83690071,17.47920036,17.40469933,17.03879929,17.87109947
,0.8760159924,0.6232247353,Q9CYN2,Q9CYN2,Signal peptidase complex subunit 2,Spcs2,,6,24.977,8,4,4,12.53219986,12.67560005,13.99979973,12.7876997,12.56640053,12.42109966,12.02350044,12.49139977
+,4.135181373,2.858157476,Q9CYR0,Q9CYR0,"Single-stranded DNA-binding protein, mitochondrial",Ssbp1,,2,17.319,7,4,3,16.95459938,17.14119911,17.04290009,16.46419907,14.35640049,14.07750034,13.69379997,NaN
,0.4063248748,0.3201003075,Q9CYX7,Q9CYX7,RRP15-like protein,Rrp15,,3,31.058,8,4,4,18.37260056,18.36779976,19.04190063,17.53240013,17.98810005,17.89949989,17.6984005,18.44829941
,1.437245033,0.4613251686,Q9CZ30,Q9CZ30,Obg-like ATPase 1,Ola1,,15,44.729,8,4,4,15.81949997,15.42399979,16.19750023,15.7592001,15.45110035,15.40339947,15.14610004,15.35429955
,0.03974135905,0.04252457619,Q9CZ57,Q9CZ57,5-methylcytosine rRNA methyltransferase NSUN4,Nsun4,,3,42.853,8,4,4,14.93779945,15.21679974,16.21109962,14.96440029,15.37650013,15.61600018,14.64850044,15.51900005
,2.037287214,0.9405744076,Q9CZ91,Q9CZ91,Serum response factor-binding protein 1,Srfbp1,,2,48.745,8,4,4,15.8963995,16.47189903,16.24379921,15.71360016,14.90400028,15.60400009,14.80599976,15.24940014
,2.280999446,0.922274828,Q9CZ96,Q9CZ96,Zinc finger CCHC-type and RNA-binding motif-containing protein 1,Zcrb1,,2,24.583,8,4,4,17.666399,17.43989944,17.26049995,17.2866993,15.96469975,16.87999916,16.46859932,16.65110016
,0.6610485379,0.4742002487,Q9CZD3,Q9CZD3,Glycine--tRNA ligase,Gars,,29,81.877,8,4,4,19.13100052,19.00550079,19.27860069,18.06839943,18.75090027,17.81270027,18.64979935,18.37330055
+,2.306861612,1.836274862,Q9CZH8,Q9CZH8,Coiled-coil domain-containing protein 77,Ccdc77,,2,57.568,8,4,4,15.20440006,14.94629955,15.7432003,14.35010052,12.61620045,12.98869991,14.07820034,13.21580029
,1.530408319,0.564675808,Q9CZJ1,Q9CZJ1,Probable U3 small nucleolar RNA-associated protein 11,Utp11l,,3,30.55,8,4,4,18.43020058,18.44849968,18.50600052,17.87070084,17.74749947,17.87509918,17.38279915,17.99130058
,1.829623707,0.8849248886,Q9CZM2,Q9CZM2,60S ribosomal protein L15,Rpl15,,8,24.146,8,4,4,24.67320061,25.23399925,25.45190048,24.53709984,23.89170074,24.34899902,23.79780006,24.31800079
,2.455794937,0.9895997047,Q9CZN7,Q9CZN7,Serine hydroxymethyltransferase,Shmt2,,28,55.758,8,4,4,16.60179901,16.94939995,16.6182003,17.14430046,15.61190033,16.06970024,15.49880028,16.17490005
,0.4220902641,-0.5676996708,Q9CZT6,Q9CZT6,Protein CMSS1,Cmss1,,4,31.593,8,4,4,17.84959984,15.90600014,16.63260078,15.25459957,17.28229904,16.39850044,16.89360046,17.33919907
,1.070870435,0.3994002342,Q9CZU3,Q9CZU3,Superkiller viralicidic activity 2-like 2,Skiv2l2,,26,117.64,8,4,4,17.37890053,17.88400078,18.00139999,17.49139977,17.24880028,17.2635994,17.02680016,17.6189003
,0.7838656985,0.4102249146,Q9CZW4,Q9CZW4,Long-chain-fatty-acid--CoA ligase 3,Acsl3,,21,80.491,8,4,4,15.23999977,14.76679993,15.70530033,15.54380035,14.44810009,15.1026001,14.94610023,15.1182003
,0.2173771885,-0.1872496605,Q9CZX0,Q9CZX0,Elongator complex protein 3,Elp3,,11,62.384,8,4,4,15.99380016,16.36560059,16.58250046,15.97850037,16.87339973,16.60589981,15.49919987,16.6909008
+,2.254965378,1.57487464,Q9CZX5,Q9CZX5,PIN2/TERF1-interacting telomerase inhibitor 1,Pinx1,,3,37.22,8,4,4,18.29089928,18.21319962,18.4416008,17.09440041,16.37560081,16.79129982,16.70630074,15.86740017
,1.510445402,0.504699707,Q9CZX8,Q9CZX8,40S ribosomal protein S19,Rps19,,9,16.085,8,4,4,24.62039948,24.97270012,25.2656002,24.63089943,24.2336998,24.53100014,24.18519974,24.52090073
,1.070370968,0.8676420848,Q9D023,Q9D023,Mitochondrial pyruvate carrier 2,Mpc2,,4,14.286,7,3,4,16.88220024,16.74110031,18.24180031,NaN,16.46629906,16.46030045,16.26670074,16.48959923
,1.028999605,1.377775431,Q9D024,Q9D024,Coiled-coil domain-containing protein 47,Ccdc47,,11,55.843,8,4,4,16.43239975,16.42670059,16.97520065,16.27680016,15.32180023,16.15539932,13.1960001,15.92679977
,0,NaN,Q9D051,Q9D051,"Pyruvate dehydrogenase E1 component subunit beta, mitochondrial",Pdhb,,11,38.937,3,0,3,NaN,NaN,NaN,NaN,12.53569984,NaN,12.18330002,13.30900002
,1.06055669,1.261325359,Q9D0B0,Q9D0B0,Serine/arginine-rich splicing factor 9,Srsf9,,6,25.661,8,4,4,18.96870041,17.20779991,18.94890022,17.23830032,17.84079933,16.83460045,16.22649956,16.41650009
,1.089407902,0.5085749626,Q9D0D4,Q9D0D4,Probable dimethyladenosine transferase,Dimt1,,13,35.274,8,4,4,20.00130081,20.22249985,20.39579964,19.36680031,19.60210037,19.28700066,19.38139915,19.68160057
,0.1676395892,0.2447249889,Q9D0D5,Q9D0D5,General transcription factor IIE subunit 1,Gtf2e1,,7,49.593,8,4,4,15.22429943,16.49020004,15.21640015,13.89610004,15.47859955,15.05070019,14.66720009,14.65159988
,1.57992243,0.6749243736,Q9D0E1,Q9D0E1,Heterogeneous nuclear ribonucleoprotein M,Hnrnpm,,29,77.648,8,4,4,23.08679962,23.0182991,23.45849991,22.51129913,22.53860092,22.2621994,22.03179932,22.54260063
,0,NaN,Q9D0F1,Q9D0F1,Kinetochore protein NDC80 homolog,Ndc80,,8,73.961,3,3,0,12.54059982,12.68510056,12.85700035,NaN,NaN,NaN,NaN,NaN
+,1.908038661,2.635275046,Q9D0F4;Q5SZT7,Q9D0F4,NF-kappa-B-activating protein,Nkap,,4,47.227,7,4,3,16.38660049,16.89010048,17.0128994,14.51469994,13.50409985,13.76830006,13.42500019,NaN
,1.86204228,0.899974823,Q9D0F6,Q9D0F6,Replication factor C subunit 5,Rfc5,,16,38.096,8,4,4,18.81209946,18.85479927,19.61490059,18.42740059,18.16539955,18.12070084,18.02070045,17.80249977
,0.03584962307,0.03740024567,Q9D0I8,Q9D0I8,mRNA turnover protein 4 homolog,Mrto4,,10,27.545,8,4,4,21.79879951,21.58909988,21.81459999,20.43219948,21.56979942,21.6718998,21.15889931,21.08449936
,1.709277385,0.888024807,Q9D0I9,Q9D0I9,"Arginine--tRNA ligase, cytoplasmic",Rars,,30,75.673,8,4,4,17.34399986,17.42650032,17.67880058,16.83300018,16.63940048,16.47270012,15.81200027,16.80610085
,0,0.5772336324,Q9D0K2,Q9D0K2,"Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial",Oxct1,,16,55.988,4,1,3,NaN,12.62390041,NaN,NaN,13.1135006,12.41549969,10.61100006,NaN
,0.7553202804,0.4668750763,Q9D0L8,Q9D0L8,mRNA cap guanine-N7 methyltransferase,Rnmt,,15,53.291,8,4,4,15.59200001,16.65139961,15.86429977,15.45230007,15.37049961,15.63529968,15.03619957,15.6505003
,1.393323661,0.2482995987,Q9D0M0,Q9D0M0,Exosome complex exonuclease RRP42,Exosc7,,7,31.825,8,4,4,18.20969963,18.12849998,18.18260002,17.94140053,17.82830048,17.78890038,17.76670074,18.08510017
,0.4147665524,0.9379246235,Q9D0M1,Q9D0M1,Phosphoribosyl pyrophosphate synthase-associated protein 1,Prpsap1,,10,39.431,8,4,4,15.98579979,15.42230034,17.83779907,14.81750011,15.36639977,12.96880054,15.38860035,16.58790016
,1.740791695,0.9065248966,Q9D0M3,Q9D0M3,"Cytochrome c1, heme protein, mitochondrial",Cyc1,,7,35.327,8,4,4,17.02490044,17.29290009,17.63439941,16.40999985,16.32439995,16.07789993,15.92599964,16.40780067
,0.7787172022,1.639000416,Q9D0R2,Q9D0R2,"Threonine--tRNA ligase, cytoplasmic",Tars,,32,83.355,6,2,4,13.96730042,14.7524004,NaN,NaN,14.27649975,12.71040058,12.68949986,11.20699978
,0.4914679461,0.2830252647,Q9D0R4,Q9D0R4,Probable ATP-dependent RNA helicase DDX56,Ddx56,,15,61.211,8,4,4,19.19729996,19.1508007,19.66259956,18.72130013,19.02470016,19.09250069,18.36719894,19.1154995
+,1.893665094,1.222074986,Q9D0R8,Q9D0R8,Protein LSM12 homolog,Lsm12,,4,21.701,8,4,4,19.97970009,20.2057991,20.85219955,19.52289963,19.27009964,18.78960037,18.37229919,19.24029922
+,1.986956877,1.238699913,Q9D0T1,Q9D0T1,"NHP2-like protein 1;NHP2-like protein 1, N-terminally processed",Nhp2l1,,3,14.173,8,4,4,19.66309929,20.44669914,20.43980026,19.12829971,18.50749969,18.7961998,18.51910019,18.90029907
+,2.057556937,1.593041499,Q9D0W5,Q9D0W5,Peptidyl-prolyl cis-trans isomerase-like 1,Ppil1,,1,18.237,7,4,3,16.19799995,15.78989983,16.50810051,15.38910007,14.65340042,14.70289993,13.77840042,NaN
+,1.202055558,1.809149981,Q9D154;Q8VHP7;Q5SV42;Q9JK88,Q9D154,Leukocyte elastase inhibitor A,Serpinb1a,,17,42.574,8,4,4,17.42409897,15.11639977,17.4647007,15.98810005,13.10890007,15.08230019,14.93789959,15.62759972
,0.1559073303,-0.3149499893,Q9D168,Q9D168,Integrator complex subunit 12,Ints12,,6,48.568,7,3,4,12.88150024,NaN,15.79899979,15.27040005,15.33699989,14.80850029,14.74600029,14.96949959
,0.4772335654,1.169800282,Q9D198,Q9D198,Pre-mRNA-splicing factor SYF2,Syf2,,5,28.712,8,4,4,16.13949966,16.74970055,17.54949951,17.78750038,16.56920052,12.91629982,16.25149918,17.80999947
,1.877028053,0.9244749546,Q9D1B9,Q9D1B9,"39S ribosomal protein L28, mitochondrial",Mrpl28,,4,30.169,8,4,4,15.20240021,15.13920021,15.09869957,14.81280041,13.63549995,14.37440014,13.81599998,14.7293005
,0.3340274808,0.2571749687,Q9D1C9,Q9D1C9,Ribosomal RNA-processing protein 7 homolog A,Rrp7a,,9,32.399,8,4,4,19.37109947,19.26309967,19.75839996,18.47870064,19.09370041,18.88459969,18.48189926,19.38240051
,0.2940811197,0.255399704,Q9D1D4,Q9D1D4,Transmembrane emp24 domain-containing protein 10,Tmed10,,5,24.911,6,3,3,14.96099949,15.23009968,NaN,15.59599972,15.26900005,15.34309959,NaN,14.40880013
,0,-3.130049944,Q9D1G1,Q9D1G1,Ras-related protein Rab-1B,Rab1b,,9,22.187,5,1,4,10.05060005,NaN,NaN,NaN,14.96889973,13.57999992,12.58590031,11.58780003
,1.444982341,0.7909002304,Q9D1I6,Q9D1I6,"39S ribosomal protein L14, mitochondrial",Mrpl14,,4,15.874,8,4,4,18.49279976,18.28070068,19.0923996,18.04699898,18.08799934,17.79879951,17.1779995,17.68449974
+,3.344086826,3.901132902,Q9D1J3,Q9D1J3,SAP domain-containing ribonucleoprotein,Sarnp,,8,23.532,7,4,3,17.3973999,17.4897995,18.10219955,17.02659988,12.6583004,14.19810009,13.95219994,NaN
+,1.797307616,1.38781627,Q9D1K7,Q9D1K7,UPF0687 protein C20orf27 homolog,,,6,19.476,7,4,3,15.3906002,16.80739975,16.13879967,16.68219948,14.74230003,15.02820015,14.83030033,NaN
,2.296992306,0.8279247284,Q9D1N9,Q9D1N9,"39S ribosomal protein L21, mitochondrial",Mrpl21,,7,23.366,8,4,4,18.33139992,18.50580025,18.8423996,18.18009949,17.90130043,17.72830009,17.28800011,17.6303997
,0.04578605901,-0.1405835946,Q9D1P4,Q9D1P4,Cysteine and histidine-rich domain-containing protein 1,Chordc1,,14,37.35,7,4,3,10.62160015,11.02190018,14.43340015,12.79650021,12.23060036,11.95480061,12.89140034,NaN
,0.289325769,0.3427753448,Q9D1Q6,Q9D1Q6,Endoplasmic reticulum resident protein 44,Erp44,,7,46.852,8,4,4,17.9640007,17.28899956,18.5673008,16.2989006,17.10519981,17.19869995,17.02169991,17.42250061
,0.9814811623,0.8327002525,Q9D1R9,Q9D1R9,60S ribosomal protein L34,Rpl34,,6,13.293,8,4,4,23.86590004,24.23080063,24.36750031,24.20299911,23.33919907,23.83349991,22.14319992,24.02050018
+,2.573660814,1.611616214,Q9D2C2,Q9D2C2,Protein SAAL1,Saal1,,7,52.768,7,4,3,14.5163002,15.32089996,15.11289978,15.16409969,NaN,13.45470047,12.9769001,13.81920052
,0.7090133782,0.6362921397,Q9D2D7,Q9D2D7,Zinc finger protein 687,Znf687,,5,130.35,7,3,4,NaN,12.42800045,13.62950039,13.00689983,12.35649967,13.07139969,11.78719997,12.32559967
,0.6652565231,0.3728504181,Q9D2E2,Q9D2E2,Target of EGR1 protein 1,Toe1,,10,56.87,8,4,4,17.79430008,18.63820076,17.75230026,17.6154995,17.84059906,17.5067997,17.22450066,17.73699951
,1.525645219,0.8420499166,Q9D2G2,Q9D2G2,"Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial",Dlst,,10,48.994,7,4,3,13.72510052,14.58440018,14.43659973,14.57009983,NaN,13.35680008,13.28149986,13.8227005
,0.03335611551,-0.02812480927,Q9D2H6,Q9D2H6,Transcription factor Sp2,Sp2,,6,64.907,8,4,4,16.86179924,17.33399963,17.76880074,17.97109985,17.52499962,17.69659996,17.07259941,17.75399971
,1.525101053,1.02284956,Q9D2L9,Q9D2L9,Protein FAM111A,Fam111a,,12,69.948,8,4,4,18.80150032,19.27519989,19.87929916,18.33810043,18.1935997,18.02230072,17.6529007,18.33390045
,0.2143225039,0.5860665639,Q9D2Q8,Q9D2Q8,Protein S100-A14,S100a14,,2,11.599,6,3,3,15.76949978,13.73690033,14.41860008,NaN,12.42160034,14.31400013,NaN,15.43120003
,0.1218338395,0.1138753891,Q9D2R8,Q9D2R8,"28S ribosomal protein S33, mitochondrial",Mrps33,,2,12.459,8,4,4,16.39310074,16.9246006,17.68059921,16.31410027,16.46829987,16.80859947,16.47979927,17.10020065
+,2.267786955,2.342433135,Q9D2V5,Q9D2V5,Protein AAR2 homolog,Aar2,,3,43.408,5,2,3,12.65429974,13.37989998,NaN,NaN,10.41619968,10.88000011,10.72780037,NaN
,1.30814448,1.108700275,Q9D358,Q9D358,Low molecular weight phosphotyrosine protein phosphatase,Acp1,,4,18.192,8,4,4,18.7343998,18.80800056,18.75629997,17.48340034,16.47719955,17.79199982,17.24370003,17.83440018
,0,1.724033356,Q9D3U0,Q9D3U0,Putative tRNA pseudouridine synthase Pus10,Pus10,,10,59.71,4,3,1,11.63990021,10.81710052,12.34700012,NaN,NaN,NaN,9.877300262,NaN
,0,1.072513262,Q9D4H1,Q9D4H1,Exocyst complex component 2,Exoc2,,8,103.96,4,1,3,NaN,NaN,9.725460052,NaN,8.658840179,8.615039825,8.684960365,NaN
,1.187406116,0.6922254562,Q9D4J7,Q9D4J7,PHD finger protein 6,Phf6,,11,41.139,8,4,4,18.02300072,18.19820023,18.46920013,17.38170052,17.15880013,17.63570023,16.83289909,17.67580032
,0.609586108,0.374475956,Q9D554,Q9D554,Splicing factor 3A subunit 3,Sf3a3,,12,58.841,8,4,4,17.68460083,17.01350021,18.05780029,17.06220055,17.08959961,16.93729973,16.81329918,17.47999954
,0.2754124859,1.422189713,Q9D5D8,Q9D5D8,Chromodomain Y-like protein 2,Cdyl2,,2,56.141,7,4,3,9.684960365,14.72640038,18.31139946,15.07079983,13.26550007,12.77780056,13.03530025,NaN
