Significant,-LOG(P-value),Difference,Protein IDs,Majority protein IDs,Protein names,Gene names,Potential contaminant,Peptides,Valid values,Valid values 60 min,Valid values unstim,60 min stim FG159 neu,60 min stim FG160 neu,60 min stim FG161 neu,60 min stim FG162 neu,unstim FG10 neu,unstim FG11 neu,unstim FG12 neu,unstim FG9 neu
+,2.67281325,-2.371125221,Q9Z0V7,Q9Z0V7,Mitochondrial import inner membrane translocase subunit Tim17-B,Timm17b,,2,6,2,4,NaN,14.25689983,13.81389999,NaN,16.67000008,15.98159981,16.14039993,16.83410072
,0.02904898985,-0.07387518883,Q9Z0W3,Q9Z0W3,Nuclear pore complex protein Nup160,Nup160,,16,8,4,4,14.67959976,11.64939976,15.32919979,14.5053997,14.80249977,13.30560017,14.1328001,14.21819973
,1.141964704,-0.3396747112,Q9Z0X1,Q9Z0X1,"Apoptosis-inducing factor 1, mitochondrial",Aifm1,,11,8,4,4,16.39620018,16.34880066,16.31900024,15.99619961,16.68470001,16.2595005,16.61219978,16.86249924
+,1.277597786,-1.859899521,Q9Z103,Q9Z103,Activity-dependent neuroprotector homeobox protein,Adnp,,22,8,4,4,11.73490047,14.82410049,14.58570004,14.88430023,15.88710022,15.74559975,15.5951004,16.24079895
+,4.611715847,-1.90672493,Q9Z108;Q8CJ67,Q9Z108,Double-stranded RNA-binding protein Staufen homolog 1,Stau1,,23,8,4,4,17.21780014,17.80920029,17.38319969,17.76869965,19.49819946,19.24020004,19.46430016,19.60309982
,1.064626132,0.3247504234,Q9Z110,Q9Z110,Delta-1-pyrroline-5-carboxylate synthase;Glutamate 5-kinase;Gamma-glutamyl phosphate reductase,Aldh18a1,,28,8,4,4,17.26129913,17.71800041,17.34810066,17.82579994,17.38969994,17.02499962,17.16289902,17.27659988
,0,2.189199924,Q9Z127,Q9Z127,Large neutral amino acids transporter small subunit 1,Slc7a5,,4,5,4,1,14.0152998,16.0923996,15.37139988,15.66209984,NaN,NaN,13.09609985,NaN
+,3.71727939,-2.179025173,Q9Z130,Q9Z130,Heterogeneous nuclear ribonucleoprotein D-like,Hnrnpdl,,8,8,4,4,19.78859901,20.23270035,19.78450012,20.8621006,22.37220001,22.08780098,22.45159912,22.47240067
+,1.034403713,-2.585624456,Q9Z148,Q9Z148,Histone-lysine N-methyltransferase EHMT2,Ehmt2,,9,8,4,4,14.52260017,11.90840054,8.855000496,13.33960056,15.20549965,15.42700005,13.55679989,14.77880001
,0.5697907608,-0.3155751228,Q9Z179,Q9Z179,SHC SH2 domain-binding protein 1,Shcbp1,,6,8,4,4,13.99839973,15.11540031,14.70670033,14.28989983,14.72970009,14.91320038,14.67259979,15.05720043
+,1.284731793,-1.274450064,Q9Z1B5,Q9Z1B5,Mitotic spindle assembly checkpoint protein MAD2A,Mad2l1,,4,8,4,4,13.91380024,15.13000011,14.17599964,14.97179985,16.88339996,15.89260006,15.75689983,14.75650024
,1.047778925,-0.8457250595,Q9Z1D1,Q9Z1D1,Eukaryotic translation initiation factor 3 subunit G,Eif3g,,12,8,4,4,17.32710075,18.7227993,17.27879906,18.65609932,18.59499931,18.68499947,19.09499931,18.99270058
+,2.321251856,-2.205500364,Q9Z1D7,Q9Z1D7,Zinc finger and SCAN domain-containing protein 12,Zscan12,,1,6,2,4,10.21280003,NaN,11.07349968,NaN,12.96829987,12.57540035,13.33520031,12.51570034
+,2.840885775,-1.08912468,Q9Z1E4,Q9Z1E4,"Glycogen [starch] synthase, muscle",Gys1,,15,8,4,4,16.65200043,16.94179916,16.43919945,17.08029938,17.99239922,17.47559929,18.06419945,17.93759918
,0,3.921475172,Q9Z1F9,Q9Z1F9,SUMO-activating enzyme subunit 2,Uba2,,8,5,4,1,15.82079983,15.43080044,16.53719902,15.2414999,11.83609962,NaN,NaN,NaN
,0,NaN,Q9Z1G3,Q9Z1G3,V-type proton ATPase subunit C 1,Atp6v1c1,,3,4,4,0,13.09170055,10.04854012,13.45079994,10.67300034,NaN,NaN,NaN,NaN
+,2.428879083,-1.759850025,Q9Z1K5,Q9Z1K5,E3 ubiquitin-protein ligase ARIH1,Arih1,,4,8,4,4,12.87919998,13.0333004,12.45839977,13.63720036,14.0564003,15.40219975,15.0571003,14.53180027
+,2.534204277,-1.494849682,Q9Z1M8,Q9Z1M8,Protein Red,Ik,,18,8,4,4,16.92169952,18.3125,17.97660065,17.99679947,19.29489899,19.30170059,19.14119911,19.44919968
+,5.513626934,-4.711624384,Q9Z1N2,Q9Z1N2,Origin recognition complex subunit 1,Orc1,,21,8,4,4,11.34130001,11.06200027,11.83890057,10.51000023,16.03649902,15.78429985,15.80690002,15.97099972
,0.4714010859,0.7471749783,Q9Z1N5,Q9Z1N5,Spliceosome RNA helicase Ddx39b,Ddx39b,,11,8,4,4,15.58209991,16.66110039,15.89929962,16.99670029,16.63330078,14.37220001,14.49470043,16.65029907
+,2.161557218,2.871425152,Q9Z1Q5,Q9Z1Q5,Chloride intracellular channel protein 1,Clic1,,9,8,4,4,18.08139992,19.37220001,18.14850044,19.20689964,16.43739891,17.28590012,15.01360035,14.58640003
,1.126331646,0.8289999962,Q9Z1Q9,Q9Z1Q9,Valine--tRNA ligase,Vars,,24,8,4,4,16.31649971,17.04059982,16.36709976,17.41589928,16.2052002,15.12759972,16.29509926,16.19619942
,0,NaN,Q9Z1R2,Q9Z1R2,Large proline-rich protein BAG6,Bag6,,3,4,4,0,11.42129993,11.20240021,11.86900043,11.9538002,NaN,NaN,NaN,NaN
+,1.695817349,2.725874901,Q9Z1S3,Q9Z1S3,RAS guanyl-releasing protein 1,Rasgrp1,,3,6,4,2,11.77330017,13.80090046,12.26319981,12.82369995,NaN,NaN,10.47008038,9.408720016
,0.6043090358,-0.3589248657,Q9Z1T1;Q9JME5,Q9Z1T1,AP-3 complex subunit beta-1,Ap3b1,,11,8,4,4,13.77530003,14.69210052,14.47949982,14.72179985,15.11789989,14.50339985,15.03289986,14.45020008
,1.132973596,0.8828251362,Q9Z1W9,Q9Z1W9,STE20/SPS1-related proline-alanine-rich protein kinase,Stk39,,6,8,4,4,14.13210011,14.99550056,14.5788002,15.02390003,13.54030037,13.18109989,13.67640018,14.80119991
+,1.925031216,-1.421474934,Q9Z1X4,Q9Z1X4,Interleukin enhancer-binding factor 3,Ilf3,,36,8,4,4,18.39489937,19.86339951,19.14990044,20.12380028,20.9211998,20.55520058,20.95789909,20.78359985
,0.1502697376,0.4056499004,Q9Z1X9,Q9Z1X9,Cell division control protein 45 homolog,Cdc45,,4,8,4,4,12.24289989,14.37989998,13.58100033,14.27900028,10.88539982,14.47280025,14.81280041,12.6892004
,0.09845634257,-0.2845001221,Q9Z1Z0,Q9Z1Z0,General vesicular transport factor p115,Uso1,,5,8,4,4,12.19019985,14.38210011,10.2510004,14.80130005,13.07680035,13.05109978,13.48350048,13.15120029
+,3.015782961,-1.615075588,Q9Z1Z2,Q9Z1Z2,Serine-threonine kinase receptor-associated protein,Strap,,15,8,4,4,18.52350044,19.36579895,18.33580017,19.18199921,20.40950012,20.20660019,20.64430046,20.60700035
,0.9277012967,-0.7675256729,Q9Z204;Q8BTF8,Q9Z204,Heterogeneous nuclear ribonucleoproteins C1/C2,Hnrnpc,,16,8,4,4,20.26749992,21.48859978,21.25309944,22.19409943,21.80459976,21.87260056,22.3696003,22.22660065
,1.045246396,0.858399868,Q9Z207,Q9Z207,Protein diaphanous homolog 3,Diaph3,,3,6,4,2,12.13090038,11.14659977,11.8288002,11.13430023,10.84920025,10.55430031,NaN,NaN
,0.6686498188,-0.479749918,Q9Z277,Q9Z277,Tyrosine-protein kinase BAZ1B,Baz1b,,29,8,4,4,13.5387001,14.68980026,13.35150051,14.54810047,14.59090042,14.59969997,14.43270016,14.42380047
,0.07816518839,0.3633742332,Q9Z2A0,Q9Z2A0,3-phosphoinositide-dependent protein kinase 1,Pdpk1,,4,8,4,4,20.37249947,21.9605999,15.50500011,15.48569965,18.0897007,17.71170044,17.82410049,18.24480057
,0.9251187449,-0.8271996975,Q9Z2B9,Q9Z2B9,Ribosomal protein S6 kinase alpha-4,Rps6ka4,,14,8,4,4,14.25119972,14.68430042,15.57050037,16.17469978,16.23859978,15.59969997,16.11849976,16.03269958
,1.02255447,0.9367496967,Q9Z2C4,Q9Z2C4,Myotubularin-related protein 1,Mtmr1,,7,8,4,4,14.04979992,14.19799995,13.31110001,15.16489983,13.03670025,12.83950043,14.07359982,13.02700043
+,1.546306943,2.289975166,Q9Z2D6,Q9Z2D6,Methyl-CpG-binding protein 2,Mecp2,,10,6,4,2,15.32620049,15.7354002,15.27710056,16.46100044,12.51970005,NaN,14.30020046,NaN
,0.7831885118,0.93247509,Q9Z2D8,Q9Z2D8,Methyl-CpG-binding domain protein 3,Mbd3,,5,8,4,4,15.19890022,14.84560013,13.21670055,15.58679962,13.44690037,13.33549976,14.55760002,13.77810001
,0.4707464781,-0.6492500305,Q9Z2E1,Q9Z2E1,Methyl-CpG-binding domain protein 2,Mbd2,,6,8,4,4,13.72420025,15.41279984,13.91820049,16.16749954,15.70300007,14.98999977,15.87300014,15.25370026
,0,0.8577251434,Q9Z2E2,Q9Z2E2,Methyl-CpG-binding domain protein 1,Mbd1,,4,5,4,1,13.5241003,14.35060024,14.11779976,14.71920013,13.32019997,NaN,NaN,NaN
,0,NaN,Q9Z2I9,Q9Z2I9,"Succinyl-CoA ligase [ADP-forming] subunit beta, mitochondrial",Sucla2,,2,4,4,0,12.68280029,14.10589981,11.91139984,12.36200047,NaN,NaN,NaN,NaN
+,1.952404199,1.701825142,Q9Z2L7,Q9Z2L7,Cytokine receptor-like factor 3,Crlf3,,2,8,4,4,15.06680012,13.31980038,14.02099991,15.1718998,12.42959976,12.47669983,12.73709965,13.12880039
,1.180169281,-0.9610247612,Q9Z2N8;Q99MR0,Q9Z2N8,Actin-like protein 6A,Actl6a,,10,8,4,4,15.77009964,16.63150024,17.16559982,17.26230049,18.07679939,16.91690063,17.90950012,17.77039909
+,6.337724456,-4.393399954,Q9Z2Q2,Q9Z2Q2,Lysine-rich nucleolar protein 1,Knop1,,15,8,4,4,14.20890045,14.15509987,13.49660015,14.02009964,18.34700012,18.10989952,18.60890007,18.38850021
+,3.469846663,-1.816325426,Q9Z2Q5,Q9Z2Q5,"39S ribosomal protein L40, mitochondrial",Mrpl40,,7,8,4,4,15.80070019,16.792799,16.10709953,16.0673008,18.00460052,17.63759995,18.20420074,18.1868
+,5.018078721,-3.580941439,Q9Z2Q6,Q9Z2Q6,Septin-5,5-Sep,,3,7,3,4,9.518400192,9.95565033,9.727000237,NaN,13.5763998,13.31680012,13.44569969,12.91960049
+,1.501260294,1.984957854,Q9Z2U0;Q9CWH6,Q9Z2U0;Q9CWH6,Proteasome subunit alpha type-7;Proteasome subunit alpha type-7-like,Psma7;Psma8,,5,7,4,3,16.83499908,18.60169983,15.90209961,17.1345005,15.14439964,14.90980053,NaN,15.34590054
,0.7827410819,0.6009995937,Q9Z2U1,Q9Z2U1,Proteasome subunit alpha type-5,Psma5,,5,6,4,2,15.98699951,16.8803997,15.92630005,15.90849972,15.61359978,NaN,NaN,15.53550053
,0,1.299075127,Q9Z2V5,Q9Z2V5,Histone deacetylase 6,Hdac6,,5,5,4,1,13.57180023,12.09780025,12.11520004,12.95390034,NaN,NaN,NaN,11.38560009
+,3.234410924,-1.385499477,Q9Z2X1,Q9Z2X1,"Heterogeneous nuclear ribonucleoprotein F;Heterogeneous nuclear ribonucleoprotein F, N-terminally processed",Hnrnpf,,19,8,4,4,21.90640068,22.59280014,22.10860062,22.75749969,23.64380074,23.6928997,23.65379906,23.91679955
,0.622366382,-0.7038664023,Q9Z2X8,Q9Z2X8,Kelch-like ECH-associated protein 1,Keap1,,6,7,4,3,13.61480045,13.22799969,15.25320053,13.90919971,14.70689964,14.86180019,NaN,14.54679966
+,2.966848487,-1.949799538,Q9Z315,Q9Z315,U4/U6.U5 tri-snRNP-associated protein 1,Sart1,,34,8,4,4,16.58659935,17.93779945,16.83209991,17.68090057,19.21209908,19.042099,19.35589981,19.22649956
+,2.360947441,-1.457624435,Q9Z321,Q9Z321,DNA topoisomerase 3-beta-1,Top3b,,41,8,4,4,18.11840057,18.9246006,18.19140053,19.22940063,20.01580048,19.63089943,20.50670052,20.14089966
+,3.952525871,4.488382339,Q9Z329,Q9Z329,"Inositol 1,4,5-trisphosphate receptor type 2",Itpr2,,26,8,4,4,13.15280056,13.38549995,13.82240009,13.73499966,9.509110451,7.986670494,8.527540207,10.11884975
+,50,10,CON__Q3MHN5;CON__ENSEMBL:ENSBTAP00000018229,CON__Q3MHN5;CON__ENSEMBL:ENSBTAP00000018229,,,+,6,4,4,0,13.2062,14.2386,13.8263,13.8637,NaN,NaN,NaN,NaN
+,50,10,CON__P00735;P19221,CON__P00735,,,+,3,4,4,0,12.7504,13.8199,15.3398,13.7161,NaN,NaN,NaN,NaN
+,50,10,CON__P00761,CON__P00761,,,+,5,5,4,1,19.21,20.7012,18.5738,19.7327,NaN,NaN,NaN,15.2591
+,50,10,CON__P02662,CON__P02662,,,+,4,5,4,1,13.3644,16.3369,15.4217,16.5175,NaN,NaN,15.1341,NaN
+,50,10,CON__P06868,CON__P06868,,,+,15,5,4,1,17.4431,18.3669,17.8955,18.6396,NaN,NaN,NaN,11.7891
+,50,10,CON__P41361,CON__P41361,,,+,3,5,4,1,12.2543,13.189,12.913,12.4876,NaN,9.90641,NaN,NaN
+,50,10,CON__Q2KJF1,CON__Q2KJF1,,,+,12,5,4,1,18.7061,18.343,19.2062,17.9841,NaN,NaN,NaN,12.4878
+,50,10,CON__Streptavidin,CON__Streptavidin,,,+,1,4,4,0,16.5955,19.0613,16.3744,17.3976,NaN,NaN,NaN,NaN
+,50,10,D3Z6Q9,D3Z6Q9,Bridging integrator 2,Bin2,,5,5,4,1,14.4977,14.899,15.3234,14.5735,NaN,NaN,11.5754,NaN
+,50,10,E9PYK3,E9PYK3,,Parp4,,3,4,4,0,9.1516,9.52068,9.5849,8.70788,NaN,NaN,NaN,NaN
+,50,10,O08529,O08529,Calpain-2 catalytic subunit,Capn2,,4,4,4,0,10.6938,11.9437,12.4486,11.6815,NaN,NaN,NaN,NaN
+,50,10,O08749,O08749,"Dihydrolipoyl dehydrogenase, mitochondrial",Dld,,3,4,4,0,13.4578,13.2199,14.2556,14.2113,NaN,NaN,NaN,NaN
+,50,10,O08750,O08750,Nuclear factor interleukin-3-regulated protein,Nfil3,,4,5,4,1,14.4435,13.7604,14.7392,15.2887,NaN,NaN,12.7397,NaN
+,50,10,O08796,O08796,Eukaryotic elongation factor 2 kinase,Eef2k,,2,5,4,1,12.7161,13.0295,11.6974,12.2099,13.3697,NaN,NaN,NaN
+,50,10,O09044,O09044,Synaptosomal-associated protein 23,Snap23,,2,4,4,0,15.402,15.3991,16.9944,16.0712,NaN,NaN,NaN,NaN
+,50,10,O09110,O09110,Dual specificity mitogen-activated protein kinase kinase 3,Map2k3,,4,5,4,1,9.3729,13.1844,12.6294,13.2067,NaN,NaN,14.7715,NaN
+,50,10,O35316,O35316,Sodium- and chloride-dependent taurine transporter,Slc6a6,,1,5,4,1,11.1221,12.6661,11.7876,12.2221,NaN,9.39213,NaN,NaN
+,50,10,O35379,O35379,Multidrug resistance-associated protein 1,Abcc1,,4,4,4,0,12.3502,12.0992,13.9399,12.8836,NaN,NaN,NaN,NaN
+,50,10,O35593,O35593,26S proteasome non-ATPase regulatory subunit 14,Psmd14,,6,4,4,0,15.5648,16.4633,16.3168,16.4607,NaN,NaN,NaN,NaN
+,50,10,O35609,O35609,Secretory carrier-associated membrane protein 3,Scamp3,,2,5,4,1,13.8997,14.47,14.1414,14.3006,NaN,NaN,14.973,NaN
+,50,10,O35654,O35654,DNA polymerase delta subunit 2,Pold2,,6,4,4,0,12.6905,13.4757,14.7878,13.8039,NaN,NaN,NaN,NaN
+,50,10,O35681,O35681,Synaptotagmin-3,Syt3,,2,4,4,0,12.3046,12.9788,13.5749,10.5621,NaN,NaN,NaN,NaN
+,50,10,O35704,O35704,Serine palmitoyltransferase 1,Sptlc1,,4,4,4,0,12.5595,12.9389,14.1953,13.3789,NaN,NaN,NaN,NaN
+,50,10,O35887,O35887,Calumenin,Calu,,4,4,4,0,13.5704,12.7161,13.4554,16.0195,NaN,NaN,NaN,NaN
+,50,10,O54916,O54916,RalBP1-associated Eps domain-containing protein 1,Reps1,,1,5,4,1,10.1983,11.9105,11.2048,9.36053,NaN,NaN,NaN,10.2763
+,50,10,O54957,O54957,Linker for activation of T-cells family member 1,Lat,,4,4,4,0,17.2688,18.1908,16.9035,14.7234,NaN,NaN,NaN,NaN
+,50,10,O54962,O54962,"Barrier-to-autointegration factor;Barrier-to-autointegration factor, N-terminally processed",Banf1,,2,4,4,0,13.7066,14.6287,14.3871,14.0898,NaN,NaN,NaN,NaN
+,50,10,O54984,O54984,ATPase Asna1,Asna1,,2,4,4,0,13.4924,13.69,13.7306,13.3136,NaN,NaN,NaN,NaN
+,50,10,O55222,O55222,Integrin-linked protein kinase,Ilk,,6,5,4,1,13.4406,14.1622,14.9572,14.1537,NaN,12.3675,NaN,NaN
+,50,10,O70251,O70251,Elongation factor 1-beta,Eef1b,,6,5,4,1,18.8129,17.6017,15.0861,16.1399,NaN,13.0801,NaN,NaN
+,50,10,O70318,O70318,Band 4.1-like protein 2,Epb41l2,,4,4,4,0,13.2732,14.5743,13.1471,14.0572,NaN,NaN,NaN,NaN
+,50,10,O70435,O70435,Proteasome subunit alpha type-3,Psma3,,4,5,4,1,13.0587,14.222,13.1524,15.0118,14.4456,NaN,NaN,NaN
+,50,10,O70572,O70572,Sphingomyelin phosphodiesterase 2,Smpd2,,3,4,4,0,12.9353,12.9199,10.7389,13.8808,NaN,NaN,NaN,NaN
+,50,10,O70591,O70591,Prefoldin subunit 2,Pfdn2,,2,5,4,1,14.1589,15.6452,14.8135,15.2697,NaN,NaN,NaN,13.6687
+,50,10,O88447;Q91W40;Q9DBS5,O88447,Kinesin light chain 1,Klc1,,6,4,4,0,13.9067,14.1936,13.9751,13.9938,NaN,NaN,NaN,NaN
+,50,10,O88487,O88487,Cytoplasmic dynein 1 intermediate chain 2,Dync1i2,,4,4,4,0,12.9867,14.2569,13.3483,15.412,NaN,NaN,NaN,NaN
+,50,10,O88522,O88522,NF-kappa-B essential modulator,Ikbkg,,3,4,4,0,11.7267,13.9039,12.4195,12.4145,NaN,NaN,NaN,NaN
+,50,10,O88544,O88544,COP9 signalosome complex subunit 4,Cops4,,4,4,4,0,12.8744,14.4172,14.3487,13.2812,NaN,NaN,NaN,NaN
+,50,10,O88653,O88653,Ragulator complex protein LAMTOR3,Lamtor3,,3,4,4,0,16.404,17.65,16.5853,15.4392,NaN,NaN,NaN,NaN
+,50,10,O88697,O88697,Serine/threonine-protein kinase 16,Stk16,,3,4,4,0,14.1191,16.9563,15.4103,14.2119,NaN,NaN,NaN,NaN
+,50,10,O88746,O88746,Target of Myb protein 1,Tom1,,10,4,4,0,16.126,17.4711,17.1137,16.8358,NaN,NaN,NaN,NaN
+,50,10,O88898,O88898,Tumor protein 63,Tp63,,4,4,4,0,12.8523,13.6695,12.902,13.0452,NaN,NaN,NaN,NaN
+,50,10,O88986,O88986,"2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial",Gcat,,1,4,4,0,10.2031,11.5067,10.6041,11.2422,NaN,NaN,NaN,NaN
+,50,10,O89079,O89079,Coatomer subunit epsilon,Cope,,13,5,4,1,15.4334,16.4804,15.927,16.887,NaN,14.1375,NaN,NaN
+,50,10,O89100,O89100,GRB2-related adaptor protein 2,Grap2,,7,5,4,1,14.9151,16.0131,14.7099,15.5445,11.0099,NaN,NaN,NaN
+,50,10,P00520,P00520,Tyrosine-protein kinase ABL1,Abl1,,3,4,4,0,9.803,9.53168,9.8046,10.6537,NaN,NaN,NaN,NaN
+,50,10,P01942,P01942,Hemoglobin subunit alpha,Hba,,2,4,4,0,16.5344,18.1036,15.0638,16.7107,NaN,NaN,NaN,NaN
+,50,10,P04925,P04925,Major prion protein,Prnp,,2,4,4,0,13.7374,13.4677,13.3398,15.2571,NaN,NaN,NaN,NaN
+,50,10,P05132,P05132,cAMP-dependent protein kinase catalytic subunit alpha,Prkaca,,6,4,4,0,14.9704,12.8891,14.3114,13.5572,NaN,NaN,NaN,NaN
+,50,10,P06795;P21447,P06795;P21447,Multidrug resistance protein 1B;Multidrug resistance protein 1A,Abcb1b;Abcb1a,,3,4,4,0,11.3566,11.0654,11.4224,11.893,NaN,NaN,NaN,NaN
+,50,10,P08030,P08030,Adenine phosphoribosyltransferase,Aprt,,4,4,4,0,14.6459,13.5537,16.8428,15.2207,NaN,NaN,NaN,NaN
+,50,10,P10833;P62071,P10833;P62071,Ras-related protein R-Ras;Ras-related protein R-Ras2,Rras;Rras2,,3,5,4,1,14.6911,14.3153,16.101,16.1254,13.0945,NaN,NaN,NaN
+,50,10,P11835,P11835,Integrin beta-2,Itgb2,,3,5,4,1,10.0728,10.7494,10.1133,13.1349,NaN,NaN,NaN,9.50849
+,50,10,P11881,P11881,"Inositol 1,4,5-trisphosphate receptor type 1",Itpr1,,9,5,4,1,10.0423,11.1734,10.4784,7.85171,NaN,10.5442,NaN,NaN
+,50,10,P14429;P14431;P14430,P14429;P14431;P14430,"H-2 class I histocompatibility antigen, Q7 alpha chain;H-2 class I histocompatibility antigen, Q9 alpha chain;H-2 class I histocompatibility antigen, Q8 alpha chain",H2-Q7;H2-Q9;H2-Q8,,6,5,4,1,15.3003,16.4295,16.3376,16.42,NaN,NaN,12.5018,NaN
+,50,10,P15105,P15105,Glutamine synthetase,Glul,,1,4,4,0,11.2951,11.7106,11.4195,12.5963,NaN,NaN,NaN,NaN
+,50,10,P15920,P15920,V-type proton ATPase 116 kDa subunit a isoform 2,Atp6v0a2,,8,4,4,0,14.7566,16.181,14.9898,14.42,NaN,NaN,NaN,NaN
+,50,10,P16045,P16045,Galectin-1,Lgals1,,4,4,4,0,16.0199,17.1839,16.1118,16.5709,NaN,NaN,NaN,NaN
+,50,10,P18155,P18155,"Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial;NAD-dependent methylenetetrahydrofolate dehydrogenase;Methenyltetrahydrofolate cyclohydrolase",Mthfd2,,3,4,4,0,13.7902,14.8676,13.8427,15.2373,NaN,NaN,NaN,NaN
+,50,10,P20444;P63318,P20444,Protein kinase C alpha type,Prkca,,9,5,4,1,14.6716,15.3142,15.441,16.1316,NaN,NaN,NaN,8.85138
+,50,10,P22646,P22646,T-cell surface glycoprotein CD3 epsilon chain,Cd3e,,1,4,4,0,14.3877,15.5665,14.8048,15.9842,NaN,NaN,NaN,NaN
+,50,10,P23906,P23906,Interferon regulatory factor 2,Irf2,,1,5,4,1,11.2927,11.1741,11.9604,11.4485,NaN,10.1757,NaN,NaN
+,50,10,P26443,P26443,"Glutamate dehydrogenase 1, mitochondrial",Glud1,,5,4,4,0,13.4681,13.355,12.0854,13.947,NaN,NaN,NaN,NaN
+,50,10,P27601,P27601,Guanine nucleotide-binding protein subunit alpha-13,Gna13,,2,4,4,0,13.4681,17.4192,15.1463,15.8872,NaN,NaN,NaN,NaN
+,50,10,P27641,P27641,X-ray repair cross-complementing protein 5,Xrcc5,,16,5,4,1,15.9929,17.1604,17.124,16.9513,NaN,NaN,NaN,11.8175
+,50,10,P28033,P28033,CCAAT/enhancer-binding protein beta,Cebpb,,4,5,4,1,15.9475,16.6908,15.351,16.125,NaN,13.3899,NaN,NaN
+,50,10,P28474,P28474,Alcohol dehydrogenase class-3,Adh5,,2,5,4,1,15.2256,13.5644,14.8331,14.1861,NaN,NaN,NaN,15.2419
+,50,10,P28667,P28667,MARCKS-related protein,Marcksl1,,2,4,4,0,14.3629,16.0012,15.4898,15.0966,NaN,NaN,NaN,NaN
+,50,10,P29452,P29452,Caspase-1;Caspase-1 subunit p20;Caspase-1 subunit p10,Casp1,,6,5,4,1,12.9979,14.0071,14.6014,14.5164,NaN,NaN,12.0917,NaN
+,50,10,P31938,P31938,Dual specificity mitogen-activated protein kinase kinase 1,Map2k1,,2,4,4,0,10.1367,10.7218,9.923,10.3963,NaN,NaN,NaN,NaN
+,50,10,P35235,P35235,Tyrosine-protein phosphatase non-receptor type 11,Ptpn11,,5,4,4,0,14.3597,13.2143,15.0383,15.2827,NaN,NaN,NaN,NaN
+,50,10,P35279;P61294;Q8BHD0,P35279;P61294;Q8BHD0,Ras-related protein Rab-6A;Ras-related protein Rab-6B;Ras-related protein Rab-39A,Rab6a;Rab6b;Rab39a,,2,5,4,1,17.0247,17.2586,17.4809,15.8031,12.1821,NaN,NaN,NaN
+,50,10,P35761,P35761,Dual specificity protein kinase TTK,Ttk,,4,4,4,0,10.0815,14.6382,11.4507,12.1776,NaN,NaN,NaN,NaN
+,50,10,P35831,P35831,Tyrosine-protein phosphatase non-receptor type 12,Ptpn12,,3,5,4,1,11.9621,9.04293,12.2153,11.5636,NaN,NaN,NaN,7.56427
+,50,10,P37040,P37040,NADPH--cytochrome P450 reductase,Por,,3,4,4,0,11.5038,13.4618,13.3075,13.1169,NaN,NaN,NaN,NaN
+,50,10,P42225,P42225,Signal transducer and activator of transcription 1,Stat1,,3,5,4,1,10.9195,11.0008,10.4143,10.6918,NaN,NaN,NaN,10.7937
+,50,10,P42567,P42567,Epidermal growth factor receptor substrate 15,Eps15,,2,4,4,0,12.1111,13.4072,12.1974,13.2217,NaN,NaN,NaN,NaN
+,50,10,P46467,P46467,Vacuolar protein sorting-associated protein 4B,Vps4b,,3,5,4,1,14.9265,11.9792,14.4282,13.1655,NaN,NaN,NaN,13.0321
+,50,10,P47740,P47740,Fatty aldehyde dehydrogenase,Aldh3a2,,2,4,4,0,12.4867,15.0103,13.0682,13.4315,NaN,NaN,NaN,NaN
+,50,10,P47791,P47791,"Glutathione reductase, mitochondrial",Gsr,,3,4,4,0,13.57,13.5432,12.6245,13.4697,NaN,NaN,NaN,NaN
+,50,10,P49710,P49710,Hematopoietic lineage cell-specific protein,Hcls1,,4,4,4,0,13.9301,14.9079,14.6571,14.4227,NaN,NaN,NaN,NaN
+,50,10,P49722,P49722,Proteasome subunit alpha type-2,Psma2,,6,5,4,1,13.9112,14.7686,13.1769,15.5114,NaN,NaN,NaN,16.054
+,50,10,P50096,P50096,Inosine-5-monophosphate dehydrogenase 1,Impdh1,,4,4,4,0,10.2843,11.7347,12.3946,12.4964,NaN,NaN,NaN,NaN
+,50,10,P50136,P50136,"2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial",Bckdha,,4,4,4,0,11.8985,12.6943,11.1028,12.4966,NaN,NaN,NaN,NaN
+,50,10,P50516,P50516,V-type proton ATPase catalytic subunit A,Atp6v1a,,13,4,4,0,16.2389,16.986,16.777,16.6838,NaN,NaN,NaN,NaN
+,50,10,P51827,P51827,AF4/FMR2 family member 3,Aff3,,2,5,4,1,11.3099,11.7549,11.4902,11.8501,NaN,NaN,NaN,10.8647
+,50,10,P51829;P84309,P51829,Adenylate cyclase type 7,Adcy7,,5,4,4,0,12.3101,13.676,13.0387,13.208,NaN,NaN,NaN,NaN
+,50,10,P51863,P51863,V-type proton ATPase subunit d 1,Atp6v0d1,,6,5,4,1,15.6551,17.372,16.5572,16.0974,NaN,NaN,15.1417,NaN
+,50,10,P51912,P51912,Neutral amino acid transporter B(0),Slc1a5,,7,4,4,0,15.9153,16.9046,16.6099,16.5368,NaN,NaN,NaN,NaN
+,50,10,P51943;Q61456,P51943,Cyclin-A2,Ccna2,,4,5,4,1,11.2289,13.1992,13.9337,13.5672,NaN,NaN,NaN,13.6625
